id,repo,surface,feature,user_story,expected_behavior,source_evidence,status,test_plan,test_status,error_log,fix_status,retest_status,notes
LENS-005,rvbbit-lens,SQL editor,"SQL scratch run, Ask mode, formatting, history, files, DB switch, transactions","As a SQL user, I want a scratch window that runs SQL, formats text, loads files, keeps history, can target sibling databases, and supports manual transactions.","Toolbar switches SQL/Ask when synth is available, runs or asks via command shortcut, formats SQL, opens history, loads .sql files, switches database outside manual txns, and exposes auto/txn plus commit/rollback.",src/components/desktop/data-grid-window.tsx:2210; src/components/desktop/data-grid-window.tsx:2232; src/components/desktop/data-grid-window.tsx:2268; src/components/desktop/data-grid-window.tsx:2290,tested_pass,"Open SQL Scratch, run SELECT, format SQL, load file, history recall, switch DB, start txn, commit and rollback on fixture table.",cdp_browser_pass_live_rvbbit_postgres,"Runtime pass against rvbbit-pg-rvbbit on 55433 verified Ask toggle returns to SQL mode, sql-formatter uppercases/layouts query, SELECT renders fixture rows, history menu recalls the latest query, file chooser loads and runs a .sql file, database selector targets codex_lens_sibling for current_database(), manual commit persists row 100, rollback discards row 101, no browser console errors, no 5xx API responses, and only one SQL window remains. Initial pass found txn controls could overflow behind the result pane at the default rail width.",fixed_sql_toolbar_transaction_controls_order,passed,Moved auto/txn and Commit/Rollback directly after Run so transaction controls remain clickable at the default SQL Scratch width. npm run typecheck and npm run build passed; known Turbopack scaffold trace warning remains.
LENS-006,rvbbit-lens,results,"Rows tab filtering, sorting, resizing, picking, and column drags","As an analyst, I want result grids to filter, sort, resize, pick values, and drag columns/blocks into workflows.","ResultGrid filters visible rows, cycles sort per column, resizes columns, left-click picks values or cross-filters sibling tiles, and headers drag with role metadata.",src/components/desktop/result-grid.tsx:291; src/components/desktop/result-grid.tsx:315; src/components/desktop/result-grid.tsx:382,tested_pass,"Use dev browser hook to create a real data block from a literal SELECT fixture, then drive ResultGrid filter, sort, resize, pick, column header drag, and block drag through DOM events.",cdp_result_grid_interactions_pass,,not_needed,passed,"Evidence: isolated Chromium CDP created block codex_grid_interactions with four rows; filter east showed 2 of 4 and only east rows; amount sort asc/desc produced expected alpha/gamma/beta/delta and delta/beta/gamma/alpha orders; label column resized from 80px to 170px; clicking region=east emitted codex_grid_interactions.region operator=in cascade=false and highlighted both east cells; dragging selected region+amount headers serialized application/x-rvbbit-lens-column with region dimension and amount metric roles; dragging the block chip serialized application/x-rvbbit-lens-block; no browser console errors, network failures, or 5xx API responses."
LENS-007,rvbbit-lens,results,Right-click row inspection and copy actions,"As a user inspecting dense rows, I want a right-click menu to open the full row and copy cell/row JSON without breaking left-click behavior.","Cell context menu offers Open row, Copy cell, and Copy row JSON; Open row creates a normal Row Inspector window with full values and structured JSON view.",src/components/desktop/result-grid.tsx:255; src/components/desktop/result-grid.tsx:268; src/components/desktop/row-inspector-window.tsx:15,tested_pass,"Right-click scalar and JSON cells, open row inspector, copy cell/row, verify left-click selection still works.",cdp_browser_runtime_pass,"Standalone Lens on port 3102 queried codex_lens_rows.items with scalar and jsonb data; right-click menu showed Open row, Copy cell, and Copy row JSON; Copy cell wrote alpha; Copy row JSON parsed with label alpha and meta.kind seed; left-click beta kept existing ring-main selection with no menu or inspector; Open row from visible JSONB cell opened one Row Inspector with full row/meta and pretty tags JSON; no console errors or 5xx/failed network requests.",not_needed,passed,Initial automation clicked the geometric center of a clipped wide JSONB cell and opened the desktop context menu; retest clicked the visible cell region and passed.
LENS-008,rvbbit-lens,results,Result tabs and views,"As a query user, I want rows, profile, chart/view, SQL, explain, and pipeline steps tabs so one result window supports analysis and debugging.",Data window shows tabs for Rows/Profile/View/SQL/Explain and conditionally Steps for pipeline runs; each tab uses the active result and payload state.,src/components/desktop/data-grid-window.tsx:1668; src/components/desktop/data-grid-window.tsx:1673,tested_pass,"Use isolated Chromium CDP and the dev data-block hook to run one normal SELECT and one explicit pipeline SELECT, switching every tab and asserting the active content.",cdp_tabs_and_pipeline_steps_pass,,not_needed,passed,"Evidence: normal block Codex Tabs Single rendered Rows/Profile/View/SQL/Explain tabs and no Steps tab; Rows showed id/label/amount with alpha/beta/gamma; Profile showed Column/Type/Nulls/Distinct and amount float8; View showed chart controls including Chart, Dropdown, Multi-select, Shelf, YAML, and auto mode; SQL tab showed the query text; Explain loaded estimated plan summary with total cost. Pipeline block Codex Tabs Pipeline ran select g from generate_series(1,4) g then limit(2) then count, exposed Steps after explicit Run, and loaded flow steps 0 base 4, 1 limit 2, 2 count 1. No ChartView warnings, browser console errors, network failures, or 5xx API responses."
LENS-009,rvbbit-lens,results,"Exports, load more, save view, and arrange multi-statement layout","As an analyst, I want to export results, fetch more truncated rows, save a result as an app, and arrange multi-statement outputs as a mini-dashboard.",Export menu supports CSV/JSON/INSERTs; Load more fetches additional SELECT rows; Save view stores rows/chart; multi-result transcript can switch to arrange and reset layout.,src/components/desktop/data-grid-window.tsx:1721; src/components/desktop/data-grid-window.tsx:1753; src/components/desktop/data-grid-window.tsx:1765; src/components/desktop/data-grid-window.tsx:1797,tested_pass,"Use isolated Chromium CDP with patched page downloads and clipboard to test export menu outputs, saved-view creation, large-result Load more, and multi-statement arrange/reset.",cdp_exports_loadmore_save_arrange_pass,,not_needed,passed,"Evidence: Export CSV captured codex-export-source.csv with id,label,amount rows; Export JSON captured codex-export-source.json with alpha/beta objects; Copy as INSERTs wrote INSERT INTO target_table statements to the patched clipboard. Save view opened New Saved View, created Codex LENS-009 View, and localStorage stored the query app with the active connection id. Load more on generate_series(1,6001) expanded the result from 5000 truncated rows to 6001 rows and removed the Load more button. A two-statement SELECT run showed transcript mode, switched to arrange mode with two draggable tiles, and Reset arrange layout retained the north/south tiles. No ChartView warnings, browser console errors, network failures, or 5xx API responses."
LENS-010,rvbbit-lens,reactive workspace,"Reactive blocks, params, notify, and KG source deep links","As a workspace builder, I want result windows to publish block refs, params, NOTIFY refreshes, and source context links for composable SQL scenes.",Block chip can be renamed/dragged and referenced as {block}; param subscriptions rewrite downstream SQL; notify channel re-runs; KG source context opens related KG node(s).,src/components/desktop/data-grid-window.tsx:1677; src/components/desktop/data-grid-window.tsx:1690; src/components/desktop/data-grid-window.tsx:1705; src/lib/desktop/reactive-sql.ts,tested_pass,"Create source/target windows, bind param/block refs, send NOTIFY, open KG source link from evidence-backed row.",cdp_reactive_notify_kg_pass,,not_needed,passed,CDP isolated Chromium: {codex_reactive_source} compiled with rvbbit block stamp and target showed west/20; inline param param.codex_reactive_source.region compiled to 'east'; dropped param subscription rewrote target as WHERE region = 'east' and filtered 2 rows to 1; NOTIFY codex_lens_refresh reran count block from 1 to 2 via runLog; KG graph codex_lens010_graph opened evidence source row kg_sources#source-010 and open in KG reopened Codex LENS-010 Entity. No browser console errors/network failures/5xx.
LENS-011,rvbbit-lens,CSV import,CSV/TSV import workflow,"As a user, I want to drop or select CSV-like files, inspect dialect/types, edit columns, preview data/SQL/raw rows, choose heap or rvbbit storage, import, inspect rejects, and open the target table.","CSV importer supports file metadata, delimiter choices, column editing, tabs for Columns/Preview/SQL/Raw, access method toggle gated by rvbbit, streaming COPY import, reject download, reset, and open-table action.",src/components/desktop/csv-import-window.tsx:52; src/components/desktop/csv-import-window.tsx:65; src/components/desktop/csv-import-window.tsx:525; src/components/desktop/csv-import-window.tsx:666; src/components/desktop/csv-import-window.tsx:945,tested_pass,"Import small CSV and malformed CSV to heap and rvbbit table, verify preview SQL, rejects, reset, open table.",cdp_csv_tsv_import_pass,,not_needed,passed,"CDP file-drop harness: dropped codex_lens011_heap.csv and verified Columns/Preview/SQL/Raw plus heap import of 2 rows totaling 32.5 and Open table for public.codex_lens011_heap; dropped codex_lens011_rvbbit.tsv with tab delimiter detected, RVBBIT SQL showing USING rvbbit, 2 loaded rows, and pg_am=rvbbit; dropped rejects CSV, changed amount to integer, loaded 2 rows and rejected row 2, Rejects download contained not a 32-bit integer for oops, and Import another reset to config. No browser console errors/network failures/5xx."
LENS-012,rvbbit-lens,saved views,Saved views and view app builder,"As a desktop user, I want to save SQL statements as reusable desktop apps with icons and reopen/edit them later.","Saved Views lists persisted apps, View App runs saved SQL/chart state, Builder creates/edits metadata and SQL, and Scry views reopen graph explorations.",README.md:3; src/components/desktop/view-apps-window.tsx:17; src/lib/desktop/view-apps.ts,tested_pass,"Save a query as view, reopen it, edit metadata/SQL/icon, delete if supported, verify persistence.",cdp_saved_views_builder_scry_pass,Scry saved views restored in headless/no-WebGL Chromium triggered unhandled Sigma promise errors: TypeError cannot read blendFunc on null WebGL context.,fixed_scry_no_webgl_guard,passed,npm run typecheck passed. CDP flow verified Save view seeds New Saved View without premature persistence; edited name/description/icon/color/CodeMirror SQL; Create app persisted SELECT 42; Saved Views listed/opened app; rows/chart/rerun worked; Edit updated name; seeded kind=scry view reopened Sigma Scry with codex/db_catalog and visible no-WebGL fallback; Delete removed both apps; final store count 0; no console/page/network/server errors.
LENS-013,rvbbit-lens,system,"System objects, extensions, monitor, notifications, and palette","As a database operator, I want system object, extension, monitor, notification, and palette windows to inspect and control the database desktop.","System launchers open tables/indexes/roles/activity, extension management, live monitor stats, notifications, and palette actions with rvbbit gating where appropriate.",src/components/desktop/desktop-shell.tsx:3737; src/components/desktop/system-objects-window.tsx; src/components/desktop/extensions-window.tsx; src/components/desktop/pg-monitor-window.tsx,tested_pass,"Open each System folder launcher, verify data loads/errors are graceful, and exercise palette launch actions.",cdp_system_windows_notifications_palette_pass,,not_needed,passed,"CDP isolated Chromium opened System folder and launched System Objects, Extensions, and Monitor. System Objects loaded 207 table rows and category tabs for Indexes, Extensions, Roles, and Activity; Pause/Reload worked. Extensions loaded rvbbit/other extension state and Pause/Reload worked. Postgres Monitor loaded active/idle/cache/WAL/connection data. Database menu opened Notification Center; watched codex_lens013_notify, sent test NOTIFY, and received lens013-payload. Desktop menu opened Palette no-palette state. Ctrl-P opened Command palette and found System Objects. No significant console/page/network/server errors."
LENS-014,rvbbit-lens,rvbbit observability,"Cache, receipts, costs, agent messages, and MCP incoming windows","As an rvbbit operator, I want observability windows for caches, receipts, costs, agent transcripts, and incoming MCP activity.","Cache/receipt/cost/message/MCP incoming windows load rvbbit data, expose expected filters/detail panes, and degrade cleanly when empty.",src/components/desktop/desktop-shell.tsx:3740; src/components/desktop/cache-window.tsx; src/components/desktop/agent-messages-window.tsx; src/components/desktop/mcp-incoming-window.tsx,tested_pass,"Open each observability launcher against live rvbbit schema and verify empty/non-empty states, filters, and detail panes.",cdp_observability_windows_pass,Costs timeline emitted Vega infinite-extent warnings for empty/invalid bucket data; Costs source also contained an embedded NUL grouping separator that made source search treat the file as binary.,fixed_costs_timeline_empty_guard_and_group_key_separator,passed,"npm run typecheck passed. CDP opened Cache, Receipts, Costs, Agent Messages, and MCP Incoming; verified Cache Synth/Memo/filter/Reload, Receipts Overview/Receipts/Embeddings/Bitmaps/Pause/Reload, Costs 1d/7d/30d/panels/timeline-or-empty-state/Refresh, Messages refresh/empty-or-filter state, and MCP range/status/Pause/Refresh. Final run: significantConsole/pageErrors/failedRequests/serverErrors/significantLogs all empty; mcpMode=activity-panels."
LENS-015,rvbbit-lens,operators,Operators catalog and visual flow editor,"As a semantic SQL author, I want to browse operators and build/test operator flows visually.","Operators catalog lists installed operators and inspector details; visual flow editor supports nodes/edges, validation, and persistence/update flows.",src/components/desktop/operators-window.tsx; src/components/desktop/operator-inspector.tsx; src/components/desktop/operator-flow-window.tsx,tested_pass,"Open operators catalog, inspect an operator, create/edit a simple flow, validate and save/update if supported.",cdp_operator_catalog_flow_pass,,not_needed,passed,"CDP opened Semantic > Operators, verified live catalog header/New/refresh controls and installed rows, opened rvbbit.about in Operator Flow, checked build/run tabs, flow controls, graph palette, and run controls. Reopened clean Operators window, created unsaved draft only, verified Create disabled before name, enabled after name, Multi-step/Retry/Takes build controls, and Run operator disabled with Save-before-running guard. No operator was saved. Final run: significantConsole/pageErrors/failedRequests/serverErrors/significantLogs all empty."
LENS-016,rvbbit-lens,specialists and models,Specialists and Model Studio,"As an AI workflow user, I want specialist and model studio windows to inspect specialist metadata and try available models.",Specialists list/inspect registered specialists; Model Studio loads model catalog/details and supports trial prompts or graceful unavailable states.,src/components/desktop/specialists-window.tsx; src/components/desktop/model-studio-window.tsx; src/components/desktop/desktop-shell.tsx:2420,tested_pass,"Open Specialists and Model Studio, verify list/detail states and run or validate a safe sample interaction if enabled.",cdp_specialists_model_studio_pass,"Model Studio source contained an embedded NUL separator in the confusion-matrix key helper, causing rg to treat model-studio-window.tsx as binary. Local Specialists data had no registered backends/runtimes, so the UI was validated through its graceful empty state.",fixed_model_studio_source_nul_separator,passed,"npm run typecheck passed. CDP opened Specialists, verified header/empty-state plus Pause/Reload. CDP opened Model Studio, verified model rail/New model action/Reload, selected active bigfoot_class model, walked overview/evaluate/predict/monitor/observe/train tabs without running jobs, then opened New model from SQL and verified source_sql, feature_schema, training_opts, and Queue training disabled until required fields. Final run: significantConsole/pageErrors/failedRequests/serverErrors/significantLogs all empty."
LENS-017,rvbbit-lens,routing,Routing observability and training UI,"As a routing operator, I want to inspect route decisions, profiles, and training controls from the desktop.",Adaptive Routing window shows route profiles/decisions/explanations/training tabs and handles manual/auto training flows with safe validation.,src/components/desktop/routing-window.tsx; src/components/desktop/routing-train-tab.tsx; src/components/desktop/routing-auto-train-tab.tsx; src/lib/rvbbit/routing.ts,tested_pass,"Open routing window, exercise overview/explain/train tabs, verify forms validate and route/profile data loads.",cdp_adaptive_routing_tabs_pass,RoutingTrainTab existed but was not wired into Adaptive Routing; routing-window.tsx also contained an embedded NUL grouping separator that made source search treat it as binary.,fixed_route_train_tab_wiring_and_source_nul_separator,passed,"npm run typecheck passed. CDP opened Semantic > Routing, verified Flow/OLAP Maint/Overlay/Explain/Train/Auto-Train tabs, Pause/Reload, Flow telemetry, OLAP empty/maintenance state, Overlay pins/candidates, Explain plan-only Route it/Optimize controls with Route it disabled on empty SQL, newly wired Train tab with guarded new-profile form, and Auto-Train top-k/budget/Run now controls without executing mutations. Final run: significantConsole/pageErrors/failedRequests/serverErrors/significantLogs all empty."
LENS-018,rvbbit-lens,MCP desktop,MCP server management windows,"As an integration user, I want to manage MCP servers/tools and inspect server details from the desktop.","MCP Servers lists servers/tools, opens detail windows, and supports add/test/delete or graceful disabled states.",src/components/desktop/mcp-servers-window.tsx; src/components/desktop/mcp-server-detail-window.tsx; src/components/desktop/desktop-shell.tsx:1968,tested_pass,"Open MCP Servers, inspect a server/detail, verify tool list and management actions or disabled states.",cdp_mcp_servers_detail_pass,,not_needed,passed,"Initial CDP pass verified empty/register-disabled state; seeded temporary codex_lens018_* MCP server via Lens SQL endpoint, verified server card, detail tabs, echo tool Test/Run/schema/cache controls, Resources/Invocations/Cache tabs, UI Drop cleanup, and no significant CDP errors."
LENS-019,rvbbit-lens,capabilities desktop,"Capabilities catalog, details, scaffold, and Hugging Face deploy","As a capability author/operator, I want to browse installed capability packs, inspect detail pages, scaffold new capabilities, and deploy Hugging Face models.","Capabilities windows list packs/operators, open details, scaffold manifests through the API, and Hugging Face deploy integrates with Warren/job windows or shows clear preflight errors.",src/components/desktop/capabilities-window.tsx; src/components/desktop/capability-detail-window.tsx; src/components/desktop/hf-deploy-window.tsx; src/app/api/rvbbit/capabilities/scaffold/route.ts,tested_pass,"Open capability catalog/detail, test search/detail/scaffold validation, and open Hugging Face deploy with a safe model id/preflight.",cdp_capabilities_catalog_detail_hf_preflight_pass,,not_needed,passed,"CDP verified DB catalog counts/search/tags/source filters/HF entry, BGE Small detail overview, Generated SQL tabs, Probe unregistered precondition, local Install pipeline nodes without running, Tests tab controls, scaffold API 400 validation for missing body/out-of-root outDir, and Hugging Face invalid-id preflight error; no significant CDP errors."
LENS-020,rvbbit-lens,Warren desktop,Warren runtime/job dashboard,"As an operator, I want to inspect Warren runtimes, jobs, deployments, and job details from the desktop.","Warren dashboard loads runtime/job data, opens job detail windows, exposes deploy/status tabs, and handles unavailable Warren state cleanly.",src/components/desktop/warren-window.tsx; src/components/desktop/warren-job-detail-window.tsx; src/components/desktop/warren-deploy-panel.tsx,tested_pass,"Open Warren, verify runtime/job/deploy tabs, open a job detail if available, and validate unavailable-state copy.",cdp_warren_dashboard_job_detail_pass,,not_needed,passed,"CDP verified Warren inventory offline-hidden state, Local backends, Jobs filters/table, opened completed job detail with timeline/target/endpoint/manifest, Python runtime tab, and no significant CDP errors; corrected stale source path from warren-job-window.tsx to warren-job-detail-window.tsx."
LENS-021,rvbbit-lens,Duck desktop,Duck telemetry window,"As an operator, I want to inspect Duck sidecar/broker telemetry and route health from the desktop.","Duck telemetry window opens from the Semantic folder, loads sidecar/broker status, and presents empty/error states without crashing.",src/components/desktop/duck-window.tsx; src/components/desktop/desktop-shell.tsx:2065; src/components/desktop/desktop-shell.tsx:3754,tested_pass,Open Duck window and verify telemetry/status data or clean unavailable state with no browser errors.,cdp_duck_telemetry_tabs_pass,,not_needed,passed,"CDP seeded the active rvbbit local bench connection, opened Semantic > Duck, verified pg_rvbbit 2.4.1 telemetry views with 36 instances/84 events/3 fallbacks, overview charts, instance grid, stream rows, fallback detail table, pause control, and no significant browser logs."
LENS-022,rvbbit-lens,metrics desktop,"Metric catalog, creator, inspector, KPI board, and dashboards","As a metrics user, I want to browse, create, inspect, and monitor metrics and dashboards from the desktop.","Metric Catalog/Creator/Inspector/KPI Board/Dashboards launch, load catalog data, support create/inspect flows, and handle empty states.",src/components/desktop/metric-catalog-window.tsx; src/components/desktop/metric-creator-window.tsx; src/components/desktop/metric-inspector-window.tsx; src/components/desktop/metric-board-window.tsx; src/components/desktop/dashboards-window.tsx,tested_pass,"Open metric windows, inspect/create a disposable metric if safe, run inspector/board views, and verify dashboard launcher.",cdp_metrics_create_inspect_board_dashboards_pass,Found literal NUL separator bytes in metric-board-window.tsx while inspecting LENS-022 source; replaced them with escaped unit separators.,fixed_typecheck_pass,passed,"npm run typecheck passed. CDP seeded rvbbit local bench, created temporary KPI metric through Creator, verified saved v1/check preview, opened Inspector with resolved SQL and 1-row run, materialized one observation, verified KPI Board row/cell, verified Dashboards empty state, searched Catalog, cleaned up metric_defs and metric_observations, and saw no significant browser logs."
LENS-023,rvbbit-lens,cubes desktop,"Cube catalog, creator, inspector, and proposals","As a semantic mart author, I want to browse, create, inspect, and review cube proposals.","Cube windows list cubes, create/propose definitions, inspect health/lineage/columns, and open related metric inspectors.",src/components/desktop/cube-catalog-window.tsx; src/components/desktop/cube-creator-window.tsx; src/components/desktop/cube-inspector-window.tsx; src/components/desktop/cube-proposals-window.tsx,tested_pass,"Open cube windows, inspect existing cube/empty states, create or validate a disposable cube proposal if safe.",cdp_cube_create_refresh_inspect_proposals_pass,,not_needed,passed,"CDP seeded rvbbit local bench, created temporary cube through Creator with live preview, opened Inspector, refreshed snapshot to 1 row, verified overview/maintenance/columns/health/lineage/versions tabs, verified Catalog search/folders, verified Proposals pending and recommend empty states, dropped the temporary cube with rvbbit.drop_cube, and saw no significant browser logs."
LENS-024,rvbbit-lens,alerts desktop,Alerts cockpit,"As an observability user, I want to create, preview, inspect, and manage alert rules and episodes.","Alerts window lists rules/episodes, validates rule forms/actions, previews breaches, and supports mute/arm/fire states where available.",src/components/desktop/alerts-window.tsx; src/components/desktop/desktop-shell.tsx:2542; src/components/desktop/desktop-shell.tsx:3766,tested_pass,"Open Alerts, verify list/summary, create or preview a disposable rule, inspect episodes/actions, and clean up.",cdp_alert_create_preview_sweep_drain_pass,,not_needed,passed,CDP UI test on rvbbit local bench created disposable scored noop alert codex_lens024_mqs3knei; preview showed 1/2 breach; sweep produced alpha fail beta pass plus one pending action; drain wrote one fired event; rvbbit.delete_alert cleanup left catalog/state/events/queue at 0; browser logs 0.
LENS-025,rvbbit-lens,brain desktop,Document Brain explorer,"As a knowledge user, I want to browse and search role-gated documents from the desktop.","Document Brain explorer opens, loads sources/folders/search results, shows role/access metadata, and handles empty search/file states.",src/components/desktop/brain-explorer-window.tsx; src/components/desktop/desktop-shell.tsx:2554; src/components/desktop/desktop-shell.tsx:3767,tested_pass,"Open Document Brain, search a safe term, inspect a document/source, and verify empty/error states.",cdp_brain_role_gated_browse_search_empty_source_pass,"Brain reads used the generic query path and stale search/detail content remained visible after switching identities.",fixed_typecheck_pass,passed,"Fixed Brain structural reads to use readOnly meta lane while keeping ask_brain/search on normal path because embedding may write cache; cleared detail/search/folder state on identity/admin view changes. CDP seeded source codex_lens025_source_mqs49fo9 and doc 12, verified viewer browse/open/search/source panel, denied identity no-doc and 0-result states with no stale content, browser logs 0, cleanup left source/docs/chunks/role rows at 0."
LENS-026,rvbbit-lens,knowledge desktop,"KG browser, entity detail, graph explorer, extraction runs, merge review, drift, and query lens","As a KG user, I want graph browsing, entity detail, graph exploration, extraction run review, merge/drift tooling, and query trace views.","Knowledge launchers open KG browser/detail/explorer/extraction/drift/query-lens surfaces with graph selectors, search, evidence, and graceful empty states.",src/components/desktop/kg-browser-window.tsx; src/components/desktop/kg-entity-detail-window.tsx; src/components/desktop/kg-explorer-window.tsx; src/components/desktop/kg-extraction-runs-window.tsx; src/components/desktop/kg-merge-review-window.tsx; src/components/desktop/drift-window.tsx; src/components/desktop/query-lens-window.tsx; src/components/desktop/kg-sigma-canvas.tsx,tested_pass,"Open each Knowledge launcher, select known codex graph/entity where available, inspect evidence/drift/query-lens states.",cdp_kg_browser_entity_evidence_explorer_query_lens_drift_pass,"Graph Explorer Sigma raised uncaught WebGL blendFunc exception when WebGL context was unavailable in headless/no-GPU browser.",fixed_typecheck_pass,passed,"Added WebGL failure fallback in kg-sigma-canvas; CDP retest opened KG Browser on bigfoot_notebook, loaded road crossing evidence, extraction/merge empty states, Graph Explorer fallback, Query Lens trace, Drift empty state with zero browser errors."
LENS-027,rvbbit-lens,data search,Semantic Data Search,"As an analyst, I want semantic search across warehouse/catalog data and links into data/KG views.","Data Search opens with optional initial query, returns grouped hits, opens related tables/graphs, and handles no-result/search errors.",src/components/desktop/data-search-window.tsx; src/lib/rvbbit/data-search.ts; src/components/desktop/desktop-shell.tsx:2352,tested_pass,"Open Data Search, run a query, verify result cards/actions to table and KG explorer, and check empty search state.",cdp_data_search_bigfoot_catalog_hits_actions_empty_pass,,not_needed,passed,"Seeded db_catalog with scoped CALL rvbbit.catalog_crawl_run(schemas=>ARRAY['bigfoot'], do_embed=>false): 7 tables, 94 columns, 101 docs. CDP verified report text search cards, report_text result opened data/field window, catalog graph action opened db_catalog Graph Explorer, latitude showed no-match state, zero browser errors."
LENS-028,rvbbit-lens,sync,Temporal Mirror,"As a data operator, I want to mirror Postgres sources into time-travel tables and inspect sync definitions.","Temporal Mirror lists sync sources, previews DDL/SQL, supports create/update/delete or clear validation states, and handles unavailable rvbbit objects.",src/components/desktop/sync-mirror-window.tsx; src/lib/rvbbit/sync.ts; src/components/desktop/desktop-shell.tsx:2047; src/components/desktop/desktop-shell.tsx:3743,tested_pass,"Open Temporal Mirror, inspect sources/DDL preview, validate create/update form behavior with safe disposable target if possible.",cdp_temporal_mirror_create_edit_delete_preview_pass,,not_needed,passed,"CDP verified empty overview/no jobs, New form disabled Save until name+host, SQL DDL preview, disposable codex_lens028 job create, edit of dest schema/tables, delete flow, and zero browser errors. Cleanup check confirmed zero codex_lens028_% sync_jobs and sync_runs."
LENS-029,rvbbit-lens,Dagster,Dagster observer,"As a data platform user, I want a read-only Dagster observer when Dagster storage is detected.",Dagster launcher appears only when storage is detected and its window shows runs/assets/checks or a clear unavailable state.,src/components/desktop/dagster-window.tsx; src/lib/dagster/metadata.ts; src/components/desktop/desktop-shell.tsx:358,tested_pass,"CDP verified Dagster launcher hidden without storage, then created/dropped temp storage fixture and checked Overview/Runs/Assets/Checks/Automation/Events.",cdp_dagster_gated_fixture_tabs_pass,"Automation tab initially empty because job_ticks lateral query referenced jt without alias; fixed src/lib/dagster/metadata.ts to alias job_ticks as jt.",fixed_typecheck_pass,passed,Temporary schema codex_lens029_dagster_uuzsql was dropped; browser errors and query failures were 0 after retest.
DOCS-001,rvbbit-docs,docs shell,"Docs shell, header, and routing","As a docs reader, I want navigable docs pages with stable layout, header, side navigation, anchors, and source content rendering.","DocsShell/SiteHeader render all markdown routes from content/docs with headings, links, and responsive navigation.",app/docs/[[...slug]]/page.tsx; components/DocsShell.tsx; components/SiteHeader.tsx; lib/docs.ts,tested_pass,"Ran typecheck/build, route-checked representative docs pages and 404, and browser-checked desktop/mobile shell nav/sidebar/anchors.",docs_build_route_responsive_shell_pass,"Mobile docs nav was ordered after the article, making navigation unreachable on long pages; patched app/globals.css to render a sticky compact horizontal docs nav above the article below 980px.",fixed_build_pass,passed,"npm run typecheck and npm run build passed. Production route checks passed for /docs, /docs/quickstart, /docs/cascades, nested Bigfoot doc, and 404. CDP desktop/mobile checks saw header, docs nav, active item, article, and heading anchors."
DOCS-002,rvbbit-docs,home page,Homepage positioning and visual walkthrough,"As a prospective user, I want the home page to explain rvbbit with screenshots/videos and point into docs.","Home page renders hero, cascade visuals, screenshots/video sections, and links to docs/capabilities/benchmarks.",app/page.tsx; components/RabbitHero.tsx; components/CascadeDiagram.tsx; components/ScrollVideo.tsx; public/shots/README.md,tested_pass,"Built docs, route-checked homepage media/links, and browser-checked desktop plus 390px CSS viewport rendering with lazy screenshots loaded.",docs_home_media_responsive_pass,"Homepage lacked explicit viewport metadata and the hero flex item/code card forced mobile page overflow; fixed app/layout.tsx viewport and app/globals.css hero shrink/scroll constraints.",fixed_build_pass,passed,"npm run typecheck and npm run build passed. Home route had viewport meta, all primary links, 8 screenshot PNGs, /api/alice with 6 videos, and CDP desktop/mobile checks saw all images loaded, video element present, docs tiles, benchmark cards, and no page-level overflow."
DOCS-003,rvbbit-docs,core docs,Core SQL and platform documentation set,"As an implementer, I want quickstart, overview, SQL reference, providers, security, operations, and example docs that match current code.",Core markdown pages render and include current commands/configs without broken internal links.,content/docs/overview.md; content/docs/quickstart.md; content/docs/sql-reference.md; content/docs/providers.md; content/docs/security.md; content/docs/operations.md,tested_pass,"Ran docs build/source checker, production route-checked six core pages, checked local docs links, and spot-checked referenced SQL/Makefile commands against rvbbit-sql.",docs_core_routes_links_sources_pass,,not_needed,passed,"npm run check:sources passed. npm run typecheck/build already passed after current docs fixes. Production routes for /docs, quickstart, sql-reference, providers, security, and operations returned 200 with shell/anchors/active nav; local docs/capabilities/benchmarks links resolved; sampled Makefile targets and SQL functions exist in rvbbit-sql."
DOCS-004,rvbbit-docs,semantic docs,"Semantic SQL, functions, pipelines, cascades, KG, routing, and retrieval docs","As a semantic workflow author, I want docs for semantic functions, pipelines, cascades, KG, routing/training, and retrieval.","Semantic docs render with current SQL snippets, diagrams, and cross-links to related pages.",content/docs/semantic-sql.md; content/docs/semantic-functions.md; content/docs/pipelines.md; content/docs/cascades.md; content/docs/knowledge-graph.md; content/docs/routing-training.md; content/docs/retrieval.md,tested_pass,"Route-checked seven semantic docs pages, verified local links and SQL highlighting, and spot-checked semantic/KG/pipeline/routing function names against rvbbit-sql.",docs_semantic_routes_links_functions_pass,,not_needed,passed,"Production routes for semantic-sql, semantic-functions, pipelines, cascades, knowledge-graph, routing-training, and retrieval returned 200 with shell/anchors/active nav/sql tokens. Local links resolved. Sampled function names including flow, synth_put, reshape, KG ingest/merge/Lance, set_default_embedder, route_train_query, route_profile_rebuild, route_activate_profile, route_retire_profile, route_use_profile, and route_explain_text exist in rvbbit-sql."
